adapter,level1_affected,level2_affected,any_affected,level0_ub_bits,level1_ub_bits,level2_ub_bits,level0_ub_kib,level1_ub_kib,level2_ub_kib,level1_pass_observed,level2_pass_observed,level1_vector_functions_before,level2_vector_functions_before,all_levels_ub_line_observed,diagnostic
triton.language.index_select_simd.ttadapter,False,False,False,1792,1792,1792,0.21875,0.21875,0.21875,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.inline_asm_elementwise.ttadapter,False,False,False,24576,24576,24576,3.0,3.0,3.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.interleave.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.invert.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.join.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.le.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.load.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.load_tensor_descriptor.ttadapter,False,False,False,32768,32768,32768,4.0,4.0,4.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.log.ttadapter,False,False,False,2048,2048,2048,0.25,0.25,0.25,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.log2.ttadapter,False,False,False,2048,2048,2048,0.25,0.25,0.25,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.logical_and.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.logical_or.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.lshift.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.lt.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.make_block_ptr.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.max.ttadapter,False,False,False,1280,1280,1280,0.15625,0.15625,0.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.max_constancy.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.max_contiguous.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.min.ttadapter,False,False,False,1280,1280,1280,0.15625,0.15625,0.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.multiple_of.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.ne.ttadapter,False,False,False,2304,2304,2304,0.28125,0.28125,0.28125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.neg.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.not.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.or.ttadapter,False,False,False,512,512,512,0.0625,0.0625,0.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.permute.ttadapter,False,False,False,1536,1536,1536,0.1875,0.1875,0.1875,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.rand.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.randint.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.randn.ttadapter,False,False,False,15104,15104,17664,1.84375,1.84375,2.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.range.ttadapter,False,False,False,768,768,768,0.09375,0.09375,0.09375,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.ravel.ttadapter,False,False,False,256,256,256,0.03125,0.03125,0.03125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.reduce.ttadapter,False,False,False,1280,1280,1280,0.15625,0.15625,0.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.reshape.ttadapter,False,False,False,768,768,768,0.09375,0.09375,0.09375,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.rshift.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.rsqrt.ttadapter,False,False,False,65536,65536,65536,8.0,8.0,8.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sigmoid.ttadapter,False,False,False,65536,65536,65536,8.0,8.0,8.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sin.ttadapter,False,False,False,600064,600064,698368,73.25,73.25,85.25,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.softmax.ttadapter,False,False,False,18432,18432,51200,2.25,2.25,6.25,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sort.ttadapter,False,False,False,512,512,768,0.0625,0.0625,0.09375,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.split.ttadapter,False,False,False,768,768,768,0.09375,0.09375,0.09375,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sqrt.ttadapter,False,False,False,65536,65536,65536,8.0,8.0,8.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sqrt_rn.ttadapter,False,False,False,65536,65536,65536,8.0,8.0,8.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.static_assert.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.static_print.ttadapter,False,False,False,4096,4096,4096,0.5,0.5,0.5,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.static_range.ttadapter,False,False,False,32768,32768,32768,4.0,4.0,4.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.sum.ttadapter,False,False,False,1280,1280,1280,0.15625,0.15625,0.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.swizzle2d.ttadapter,False,False,False,512,512,512,0.0625,0.0625,0.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.topk.ttadapter,False,False,False,2816,2816,4352,0.34375,0.34375,0.53125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.trans.ttadapter,False,False,False,1536,1536,1536,0.1875,0.1875,0.1875,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.umulhi.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.view.ttadapter,False,False,False,768,768,768,0.09375,0.09375,0.09375,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.where.ttadapter,False,False,False,512,512,512,0.0625,0.0625,0.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.xor.ttadapter,False,False,False,512,512,512,0.0625,0.0625,0.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.xor_sum.ttadapter,False,False,False,1280,1280,1280,0.15625,0.15625,0.15625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.zeros.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton.language.zeros_like.ttadapter,False,False,False,1024,1024,1024,0.125,0.125,0.125,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
triton_hivm_launch_smoke.ttadapter,False,False,False,65536,65536,65536,8.0,8.0,8.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vector_add_2x_bench.ttadapter,False,False,False,131072,131072,131072,16.0,16.0,16.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vv_layernorm_2048.ttadapter,False,False,False,656896,656896,656896,80.1875,80.1875,80.1875,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vv_layernorm_4096.ttadapter,False,False,False,1312256,1312256,1312256,160.1875,160.1875,160.1875,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vv_layernorm_8192.ttadapter,False,False,False,1835520,1835520,1835520,224.0625,224.0625,224.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vv_softmax_8192.ttadapter,False,False,False,524800,524800,786944,64.0625,64.0625,96.0625,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
vv_vector_add_8192.ttadapter,False,False,False,524288,524288,524288,64.0,64.0,64.0,True,True,0,0,True,[ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline | [ERROR] Failed to run BiShengIR regbase pipeline
