adapter,vf_merge_level,elapsed_s,returncode,timed_out,pass_observed,pass_attempts,affected,affected_attempts,changed_diff_lines_max,vector_functions_before_max,vector_functions_after_max,before_sha256,after_sha256,ub_reported_bits,ub_bits,ub_bytes,ub_kib,ub_line_observed,diagnostic
python_tutorial_02-fused-softmax.ttadapter,1,0.066124,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,66048,66048,8256,8.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_02-fused-softmax.ttadapter,2,0.084459,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,98816,98816,12352,12.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_03-matrix-multiplication.ttadapter,0,0.096535,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_03-matrix-multiplication.ttadapter,1,0.086465,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_03-matrix-multiplication.ttadapter,2,0.086282,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_04-low-memory-dropout.ttadapter,0,0.058671,1,False,False,0,False,0,0,0,0,,,65792,65792,8224,8.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_04-low-memory-dropout.ttadapter,1,0.078415,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,65792,65792,8224,8.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_04-low-memory-dropout.ttadapter,2,0.068198,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,65792,65792,8224,8.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_05-layer-norm.ttadapter,0,0.147562,1,False,False,0,False,0,0,0,0,,,1835520,1835520,229440,224.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_05-layer-norm.ttadapter,1,0.160119,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1835520,1835520,229440,224.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_05-layer-norm.ttadapter,2,0.156312,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1835520,1835520,229440,224.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_06-fused-attention.ttadapter,0,0.363957,1,False,False,0,False,0,0,0,0,,,577792,577792,72224,70.53125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_06-fused-attention.ttadapter,1,0.422892,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,577792,577792,72224,70.53125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_06-fused-attention.ttadapter,2,0.381545,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,579840,579840,72480,70.78125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_08-grouped-gemm.ttadapter,0,0.096422,1,False,False,0,False,0,0,0,0,,,393216,393216,49152,48.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_08-grouped-gemm.ttadapter,1,0.11578,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,393216,393216,49152,48.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_08-grouped-gemm.ttadapter,2,0.130694,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,393216,393216,49152,48.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_09-persistent-matmul.ttadapter,0,0.080772,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_09-persistent-matmul.ttadapter,1,0.08253,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_09-persistent-matmul.ttadapter,2,0.091133,-6,False,False,0,False,0,0,0,0,,,,,,,False,LLVM ERROR: unsupported op to get out operands
python_tutorial_10-block-scaled-matmul.ttadapter,0,0.085768,1,False,False,0,False,0,0,0,0,,,25600,25600,3200,3.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_10-block-scaled-matmul.ttadapter,1,0.107753,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,25600,25600,3200,3.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
python_tutorial_10-block-scaled-matmul.ttadapter,2,0.114912,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,25600,25600,3200,3.125,True,[ERROR] Failed to run BiShengIR regbase pipeline
rmsnorm_bench.ttadapter,0,0.073847,1,False,False,0,False,0,0,0,0,,,131840,131840,16480,16.09375,True,[ERROR] Failed to run BiShengIR regbase pipeline
rmsnorm_bench.ttadapter,1,0.082476,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,131840,131840,16480,16.09375,True,[ERROR] Failed to run BiShengIR regbase pipeline
rmsnorm_bench.ttadapter,2,0.087264,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,131840,131840,16480,16.09375,True,[ERROR] Failed to run BiShengIR regbase pipeline
s0_original_baseline_5800us.ttadapter,0,0.170693,1,False,False,0,False,0,0,0,0,,,263680,263680,32960,32.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s0_original_baseline_5800us.ttadapter,1,0.198504,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,263680,263680,32960,32.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s0_original_baseline_5800us.ttadapter,2,0.219321,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,313088,313088,39136,38.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s1_exp3_BLOCK_V_512_5392us.ttadapter,0,0.158426,1,False,False,0,False,0,0,0,0,,,460032,460032,57504,56.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s1_exp3_BLOCK_V_512_5392us.ttadapter,1,0.181218,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,460032,460032,57504,56.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s1_exp3_BLOCK_V_512_5392us.ttadapter,2,0.172163,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,509440,509440,63680,62.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s2_exp4b_BLOCK_SBS_256_multibuffer_False_4356us.ttadapter,0,0.169849,1,False,False,0,False,0,0,0,0,,,525568,525568,65696,64.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s2_exp4b_BLOCK_SBS_256_multibuffer_False_4356us.ttadapter,1,0.185205,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,525568,525568,65696,64.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s2_exp4b_BLOCK_SBS_256_multibuffer_False_4356us.ttadapter,2,0.204785,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,624128,624128,78016,76.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s4_exp10_workspace_sv_bf16_4294us.ttadapter,0,0.161261,1,False,False,0,False,0,0,0,0,,,460032,460032,57504,56.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s4_exp10_workspace_sv_bf16_4294us.ttadapter,1,0.211689,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,460032,460032,57504,56.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s4_exp10_workspace_sv_bf16_4294us.ttadapter,2,0.200452,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,558592,558592,69824,68.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s5_exp15_hivm_auto_cv_balance_4235us.ttadapter,0,0.179868,1,False,False,0,False,0,0,0,0,,,328960,328960,41120,40.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s5_exp15_hivm_auto_cv_balance_4235us.ttadapter,1,0.204036,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,328960,328960,41120,40.15625,True,[ERROR] Failed to run BiShengIR regbase pipeline
s5_exp15_hivm_auto_cv_balance_4235us.ttadapter,2,0.198208,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,427520,427520,53440,52.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s7_exp27_shared_kv_nope_SSA_3580us.ttadapter,0,0.150271,1,False,False,0,False,0,0,0,0,,,329472,329472,41184,40.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s7_exp27_shared_kv_nope_SSA_3580us.ttadapter,1,0.182116,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,329472,329472,41184,40.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s7_exp27_shared_kv_nope_SSA_3580us.ttadapter,2,0.187504,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,428032,428032,53504,52.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
s8_exp28_hoist_Q_loads_3589us.ttadapter,0,0.149364,1,False,False,0,False,0,0,0,0,,,329472,329472,41184,40.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s8_exp28_hoist_Q_loads_3589us.ttadapter,1,0.182516,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,329472,329472,41184,40.21875,True,[ERROR] Failed to run BiShengIR regbase pipeline
s8_exp28_hoist_Q_loads_3589us.ttadapter,2,0.175029,1,False,True,1,False,0,0,0,0,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,75786cb3f9e2ec5e3f8b18a5b7a4f90726cf39ff74194108b8238f2414c914b5,428032,428032,53504,52.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
softmax_bench.ttadapter,0,0.071571,1,False,False,0,False,0,0,0,0,,,66048,66048,8256,8.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
softmax_bench.ttadapter,1,0.075648,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,66048,66048,8256,8.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
softmax_bench.ttadapter,2,0.063103,1,False,False,0,False,0,0,0,0,,,,,,,False,"loc(""/tmp/softmax_bench.YnGwWm.py"":18:0): error: Failed to run buildFinalHIVMPipelines pipeline | loc(callsite(callsite(""/home/yuanye/AscendNPU-IR/.venv/lib/python3.9/site-packages/triton/language/standard.py"":197:44 at ""x""(""/tmp/softmax_bench.YnGwWm.py"":23:19)) at callsite(""/home/yuanye/AscendNPU-IR/.venv/lib/python3.9/site-packages/triton/language/standard.py"":197:44 at ""x""(""/tmp/softmax_bench.YnGwWm.py"":23:19)))): error: operand #5 does not dominate this use | [ERROR] Failed to run BiShengIR regbase pipeline"
triton.language.abs.ttadapter,0,0.044877,1,False,False,0,False,0,0,0,0,,,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.abs.ttadapter,1,0.044482,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.abs.ttadapter,2,0.051586,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.advance.ttadapter,0,0.035201,1,False,False,0,False,0,0,0,0,,,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.advance.ttadapter,1,0.039777,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.advance.ttadapter,2,0.040799,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.and.ttadapter,0,0.045369,1,False,False,0,False,0,0,0,0,,,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.and.ttadapter,1,0.047417,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.and.ttadapter,2,0.047955,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,512,512,64,0.0625,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.arange.ttadapter,0,0.044352,1,False,False,0,False,0,0,0,0,,,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.arange.ttadapter,1,0.036298,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.arange.ttadapter,2,0.051654,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,4096,4096,512,0.5,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmax.ttadapter,0,0.04822,1,False,False,0,False,0,0,0,0,,,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmax.ttadapter,1,0.050244,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmax.ttadapter,2,0.051884,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmin.ttadapter,0,0.049345,1,False,False,0,False,0,0,0,0,,,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmin.ttadapter,1,0.055059,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.argmin.ttadapter,2,0.048762,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,1536,1536,192,0.1875,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.associative_scan.ttadapter,0,0.033013,1,False,False,0,False,0,0,0,0,,,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.associative_scan.ttadapter,1,0.048662,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.associative_scan.ttadapter,2,0.047218,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,2048,2048,256,0.25,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.assume.ttadapter,0,0.040294,1,False,False,0,False,0,0,0,0,,,8192,8192,1024,1.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.assume.ttadapter,1,0.041964,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,8192,8192,1024,1.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.assume.ttadapter,2,0.044557,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,8192,8192,1024,1.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_add.ttadapter,0,0.043133,1,False,False,0,False,0,0,0,0,,,32768,32768,4096,4.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_add.ttadapter,1,0.052383,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,32768,32768,4096,4.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_add.ttadapter,2,0.043827,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,32768,32768,4096,4.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_and.ttadapter,0,0.047219,1,False,False,0,False,0,0,0,0,,,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_and.ttadapter,1,0.051954,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_and.ttadapter,2,0.052822,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_cas.ttadapter,0,0.056259,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_cas.ttadapter,1,0.062856,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_cas.ttadapter,2,0.066443,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_max.ttadapter,0,0.039272,1,False,False,0,False,0,0,0,0,,,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_max.ttadapter,1,0.041736,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_max.ttadapter,2,0.040791,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_min.ttadapter,0,0.048924,1,False,False,0,False,0,0,0,0,,,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_min.ttadapter,1,0.045553,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_min.ttadapter,2,0.039172,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,256,256,32,0.03125,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_or.ttadapter,0,0.058581,1,False,False,0,False,0,0,0,0,,,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_or.ttadapter,1,0.050601,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_or.ttadapter,2,0.060962,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,49152,49152,6144,6.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_xchg.ttadapter,0,0.052901,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_xchg.ttadapter,1,0.058566,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_xchg.ttadapter,2,0.065163,-11,False,False,0,False,0,0,0,0,,,,,,,False,
triton.language.atomic_xor.ttadapter,0,0.056153,1,False,False,0,False,0,0,0,0,,,81920,81920,10240,10.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_xor.ttadapter,1,0.051606,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,81920,81920,10240,10.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.atomic_xor.ttadapter,2,0.061227,1,False,True,1,False,0,0,0,0,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,84ceab258f568ecb023a1b1ab60acb7a1c304b7bc0628f4eca92b063cb91d2d1,81920,81920,10240,10.0,True,[ERROR] Failed to run BiShengIR regbase pipeline
triton.language.broadcast_to.ttadapter,0,0.043112,1,False,False,0,False,0,0,0,0,,,4608,4608,576,0.5625,True,[ERROR] Failed to run BiShengIR regbase pipeline
